epoch,total_loss,ce_loss,ajloss,gcl_loss,align_loss,orth_loss,subject_loss,subject_shared_loss,subject_private_loss,shared_subject_acc,private_subject_acc,target_pseudo_conf_mean,target_reliability_mean,target_feature_agreement_mean,target_feature_margin_mean,target_feature_entropy_score_mean,target_scale_consistency_mean,target_align_conf_mean,target_align_coverage,target_align_count,align_active,validation_accuracy,validation_macro_f1
1,9.027646780014038,1.3125679790973663,1.2837795317173004,10.666048526763916,0.0,0.005396655527874827,2.641336977481842,2.6322216391563416,2.6504522562026978,0.11371575482189655,0.11792514845728874,0.442791685461998,0.22197695076465607,0.46556349098682404,0.19208168610930443,0.15288503468036652,0.5416463166475296,0.0,0.0,0.0,0.0,0.4351743047395221,0.4228491716124619
2,8.05136227607727,0.8007552027702332,1.271204799413681,9.972269773483276,0.0,0.006725110928528011,2.5257848501205444,2.5184366703033447,2.5331329703330994,0.14942756667733192,0.1511569432914257,0.6090754866600037,0.40394577383995056,0.6073058694601059,0.3449789807200432,0.3626606911420822,0.6424711793661118,0.0,0.0,0.0,0.0,0.48139443791617703,0.4775356410066095
3,7.449388742446899,0.4886040613055229,1.2612967789173126,9.530197381973267,0.0,0.0063387599075213075,2.469677984714508,2.4636287093162537,2.4757272601127625,0.1513425074517727,0.15091504156589508,0.7407519668340683,0.5469716787338257,0.7079123556613922,0.48364006727933884,0.5261220633983612,0.7235960513353348,0.0,0.0,0.0,0.0,0.5338817077947513,0.5345704547651522
4,6.942767143249512,0.29995565116405487,1.2523980140686035,9.026494979858398,0.0,0.005379109410569072,2.4357073307037354,2.4289146661758423,2.442500054836273,0.15338335558772087,0.15377648919820786,0.8083500564098358,0.6097060143947601,0.7482075542211533,0.548616573214531,0.5973377823829651,0.7519422024488449,0.0,0.0,0.0,0.0,0.5225225225225225,0.521918301908334
5,6.536159873008728,0.20585602149367332,1.2432595193386078,8.520147562026978,0.0,0.004929671646095812,2.4189785718917847,2.411088228225708,2.4268689155578613,0.16408545896410942,0.15175030007958412,0.8534745424985886,0.6482491046190262,0.7738553285598755,0.5893946588039398,0.6414434462785721,0.7781435698270798,0.0,0.0,0.0,0.0,0.5573834704269487,0.5582984421413122
6,6.253839731216431,0.13442188687622547,1.234328806400299,8.180497646331787,0.0,0.004340167855843902,2.406293034553528,2.396840989589691,2.4157450795173645,0.1686883419752121,0.1564681939780712,0.8776281625032425,0.6468959301710129,0.772469162940979,0.5862610787153244,0.641224205493927,0.7776274085044861,0.0,0.0,0.0,0.0,0.5746180963572268,0.5772345157013055
7,6.154471158981323,0.11261527799069881,1.2268907129764557,8.058298826217651,0.0,0.0039979430148378015,2.3997479677200317,2.3919605016708374,2.4075353741645813,0.16764140129089355,0.1573868989944458,0.8877139091491699,0.620939314365387,0.7540947049856186,0.553548276424408,0.6199192106723785,0.7614500820636749,0.0,0.0,0.0,0.0,0.5581668625146886,0.5633920134008531
8,6.126819014549255,0.10902721807360649,1.2194814085960388,8.023926734924316,0.0,0.003675408777780831,2.395173132419586,2.3869929909706116,2.4033533334732056,0.16941755637526512,0.15376655757427216,0.8928409963846207,0.5996909737586975,0.7394418716430664,0.5281152874231339,0.6042407304048538,0.7476409077644348,0.0,0.0,0.0,0.0,0.5233059146102624,0.5282323551182131
9,6.0907652378082275,0.08372869528830051,1.2136103212833405,8.010743856430054,0.0,0.003430093638598919,2.3912393450737,2.382596731185913,2.3998820185661316,0.16761091351509094,0.15651220455765724,0.9000319093465805,0.6067423075437546,0.7446994781494141,0.5332528054714203,0.6132277846336365,0.7540459930896759,0.0,0.0,0.0,0.0,0.5761848805327067,0.5779326930367997
10,6.083502173423767,0.08158519305288792,1.2074511051177979,8.007238626480103,0.0,0.0028663842822425067,2.3873419761657715,2.3779638409614563,2.3967199325561523,0.1701657921075821,0.15732858330011368,0.899403840303421,0.6137504279613495,0.7494484484195709,0.5432294756174088,0.6141011565923691,0.7547884434461594,0.0,0.0,0.0,0.0,0.5530748139443792,0.557066707280399
